Sprite,Name,Type 1,Type 2,Ability 1,Ability 2,Ability 3,HP,Attack,Defense,Special Attack,Special Defense,Speed
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,Lanturn,Water,Electric,Volt-absorb,Illuminate,Water-absorb,125,58,58,76,76,67
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,Pichu,Electric,None,Static,Lightning-rod,None,20,40,15,35,35,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,Cleffa,Fairy,None,Cute-charm,Magic-guard,Friend-guard,50,25,28,45,55,15
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,Igglybuff,Normal,Fairy,Cute-charm,Competitive,Friend-guard,90,30,15,40,20,15
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,Togepi,Fairy,None,Hustle,Serene-grace,Super-luck,35,20,65,40,65,20
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,Togetic,Fairy,Flying,Hustle,Serene-grace,Super-luck,55,40,85,80,105,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,Natu,Psychic,Flying,Synchronize,Early-bird,Magic-bounce,40,50,45,70,45,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,Xatu,Psychic,Flying,Synchronize,Early-bird,Magic-bounce,65,75,70,95,70,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,Mareep,Electric,None,Static,Plus,None,55,40,40,65,45,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,Flaaffy,Electric,None,Static,Plus,None,70,55,55,80,60,45
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,Ampharos,Electric,None,Static,Plus,None,90,75,85,115,90,55
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,Bellossom,Grass,None,Chlorophyll,Healer,None,75,80,95,90,100,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,Marill,Water,Fairy,Thick-fat,Huge-power,Sap-sipper,70,20,50,20,50,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,Azumarill,Water,Fairy,Thick-fat,Huge-power,Sap-sipper,100,50,80,60,80,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,Sudowoodo,Rock,None,Sturdy,Rock-head,Rattled,70,100,115,30,65,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,Politoed,Water,None,Water-absorb,Damp,Drizzle,90,75,75,90,100,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,Hoppip,Grass,Flying,Chlorophyll,Leaf-guard,Infiltrator,35,35,40,35,55,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,Skiploom,Grass,Flying,Chlorophyll,Leaf-guard,Infiltrator,55,45,50,45,65,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,Jumpluff,Grass,Flying,Chlorophyll,Leaf-guard,Infiltrator,75,55,70,55,95,110
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,Aipom,Normal,None,Run-away,Pickup,Skill-link,55,70,55,40,55,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,Sunkern,Grass,None,Chlorophyll,Solar-power,Early-bird,30,30,30,30,30,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,Sunflora,Grass,None,Chlorophyll,Solar-power,Early-bird,75,75,55,105,85,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,Yanma,Bug,Flying,Speed-boost,Compound-eyes,Frisk,65,65,45,75,45,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,Wooper,Water,Ground,Damp,Water-absorb,Unaware,55,45,45,25,25,15
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,Quagsire,Water,Ground,Damp,Water-absorb,Unaware,95,85,85,65,65,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,Espeon,Psychic,None,Synchronize,Magic-bounce,None,65,65,60,130,95,110
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,Umbreon,Dark,None,Synchronize,Inner-focus,None,95,65,110,60,130,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,Murkrow,Dark,Flying,Insomnia,Super-luck,Prankster,60,85,42,85,42,91
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,Slowking,Water,Psychic,Oblivious,Own-tempo,Regenerator,95,75,80,100,110,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,Misdreavus,Ghost,None,Levitate,None,None,60,60,60,85,85,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,Unown,Psychic,None,Levitate,None,None,48,72,48,72,48,48
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,Wobbuffet,Psychic,None,Shadow-tag,Telepathy,None,190,33,58,33,58,33
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,Girafarig,Normal,Psychic,Inner-focus,Early-bird,Sap-sipper,70,80,65,90,65,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,Pineco,Bug,None,Sturdy,Overcoat,None,50,65,90,35,35,15
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,Forretress,Bug,Steel,Sturdy,Overcoat,None,75,90,140,60,60,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,Dunsparce,Normal,None,Serene-grace,Run-away,Rattled,100,70,70,65,65,45
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,Gligar,Ground,Flying,Hyper-cutter,Sand-veil,Immunity,65,75,105,35,65,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,Steelix,Steel,Ground,Rock-head,Sturdy,Sheer-force,75,85,200,55,65,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,Snubbull,Fairy,None,Intimidate,Run-away,Rattled,60,80,50,40,40,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,Granbull,Fairy,None,Intimidate,Quick-feet,Rattled,90,120,75,60,60,45
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,Qwilfish,Water,Poison,Poison-point,Swift-swim,Intimidate,65,95,85,55,55,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,Scizor,Bug,Steel,Swarm,Technician,Light-metal,70,130,100,55,80,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,Shuckle,Bug,Rock,Sturdy,Gluttony,Contrary,20,10,230,10,230,5
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,Heracross,Bug,Fighting,Swarm,Guts,Moxie,80,125,75,40,95,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,Sneasel,Dark,Ice,Inner-focus,Keen-eye,Pickpocket,55,95,55,35,75,115
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,Teddiursa,Normal,None,Pickup,Quick-feet,Honey-gather,60,80,50,50,50,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,Ursaring,Normal,None,Guts,Quick-feet,Unnerve,90,130,75,75,75,55
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,Slugma,Fire,None,Magma-armor,Flame-body,Weak-armor,40,40,40,70,40,20
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,Magcargo,Fire,Rock,Magma-armor,Flame-body,Weak-armor,60,50,120,90,80,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,Swinub,Ice,Ground,Oblivious,Snow-cloak,Thick-fat,50,50,40,30,30,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,Piloswine,Ice,Ground,Oblivious,Snow-cloak,Thick-fat,100,100,80,60,60,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,Corsola,Water,Rock,Hustle,Natural-cure,Regenerator,65,55,95,65,95,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,Remoraid,Water,None,Hustle,Sniper,Moody,35,65,35,65,35,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,Octillery,Water,None,Suction-cups,Sniper,Moody,75,105,75,105,75,45
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,Delibird,Ice,Flying,Vital-spirit,Hustle,Insomnia,45,55,45,65,45,75
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,Mantine,Water,Flying,Swift-swim,Water-absorb,Water-veil,85,40,70,80,140,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,Skarmory,Steel,Flying,Keen-eye,Sturdy,Weak-armor,65,80,140,40,70,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,Houndour,Dark,Fire,Early-bird,Flash-fire,Unnerve,45,60,30,80,50,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,Houndoom,Dark,Fire,Early-bird,Flash-fire,Unnerve,75,90,50,110,80,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,Kingdra,Water,Dragon,Swift-swim,Sniper,Damp,75,95,95,95,95,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,Phanpy,Ground,None,Pickup,Sand-veil,None,90,60,60,40,40,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,Donphan,Ground,None,Sturdy,Sand-veil,None,90,120,120,60,60,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,Porygon2,Normal,None,Trace,Download,Analytic,85,80,90,105,95,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,Stantler,Normal,None,Intimidate,Frisk,Sap-sipper,73,95,62,85,65,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,Smeargle,Normal,None,Own-tempo,Technician,Moody,55,20,35,20,45,75
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,Tyrogue,Fighting,None,Guts,Steadfast,Vital-spirit,35,35,35,35,35,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,Hitmontop,Fighting,None,Intimidate,Technician,Steadfast,50,95,95,35,110,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,Smoochum,Ice,Psychic,Oblivious,Forewarn,Hydration,45,30,15,85,65,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,Elekid,Electric,None,Static,Vital-spirit,None,45,63,37,65,55,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,Magby,Fire,None,Flame-body,Vital-spirit,None,45,75,37,70,55,83
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,Miltank,Normal,None,Thick-fat,Scrappy,Sap-sipper,95,80,105,40,70,100
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,Blissey,Normal,None,Natural-cure,Serene-grace,Healer,255,10,10,75,135,55
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,Raikou,Electric,None,Pressure,Inner-focus,None,90,85,75,115,100,115
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,Entei,Fire,None,Pressure,Inner-focus,None,115,115,85,90,75,100
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,Suicune,Water,None,Pressure,Inner-focus,None,100,75,115,90,115,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,Larvitar,Rock,Ground,Guts,Sand-veil,None,50,64,50,45,50,41
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,Pupitar,Rock,Ground,Shed-skin,None,None,70,84,70,65,70,51
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,Tyranitar,Rock,Dark,Sand-stream,Unnerve,None,100,134,110,95,100,61
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,Lugia,Psychic,Flying,Pressure,Multiscale,None,106,90,130,90,154,110
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,Ho-oh,Fire,Flying,Pressure,Regenerator,None,106,130,90,110,154,90
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,Celebi,Psychic,Grass,Natural-cure,None,None,100,100,100,100,100,100
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,Treecko,Grass,None,Overgrow,Unburden,None,40,45,35,65,55,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,Grovyle,Grass,None,Overgrow,Unburden,None,50,65,45,85,65,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,Sceptile,Grass,None,Overgrow,Unburden,None,70,85,65,105,85,120
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,Torchic,Fire,None,Blaze,Speed-boost,None,45,60,40,70,50,45
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,Combusken,Fire,Fighting,Blaze,Speed-boost,None,60,85,60,85,60,55
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,Blaziken,Fire,Fighting,Blaze,Speed-boost,None,80,120,70,110,70,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,Mudkip,Water,None,Torrent,Damp,None,50,70,50,50,50,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,Marshtomp,Water,Ground,Torrent,Damp,None,70,85,70,60,70,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,Swampert,Water,Ground,Torrent,Damp,None,100,110,90,85,90,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,Poochyena,Dark,None,Run-away,Quick-feet,Rattled,35,55,35,30,30,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,Mightyena,Dark,None,Intimidate,Quick-feet,Moxie,70,90,70,60,60,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,Zigzagoon,Normal,None,Pickup,Gluttony,Quick-feet,38,30,41,30,41,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,Linoone,Normal,None,Pickup,Gluttony,Quick-feet,78,70,61,50,61,100
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,Wurmple,Bug,None,Shield-dust,Run-away,None,45,45,35,20,30,20
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,Silcoon,Bug,None,Shed-skin,None,None,50,35,55,25,25,15
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,Beautifly,Bug,Flying,Swarm,Rivalry,None,60,70,50,100,50,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,Cascoon,Bug,None,Shed-skin,None,None,50,35,55,25,25,15
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,Dustox,Bug,Poison,Shield-dust,Compound-eyes,None,60,50,70,50,90,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,Lotad,Water,Grass,Swift-swim,Rain-dish,Own-tempo,40,30,30,40,50,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,Lombre,Water,Grass,Swift-swim,Rain-dish,Own-tempo,60,50,50,60,70,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,Ludicolo,Water,Grass,Swift-swim,Rain-dish,Own-tempo,80,70,70,90,100,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,Seedot,Grass,None,Chlorophyll,Early-bird,Pickpocket,40,40,50,30,30,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,Nuzleaf,Grass,Dark,Chlorophyll,Early-bird,Pickpocket,70,70,40,60,40,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,Shiftry,Grass,Dark,Chlorophyll,Early-bird,Pickpocket,90,100,60,90,60,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,Taillow,Normal,Flying,Guts,Scrappy,None,40,55,30,30,30,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,Swellow,Normal,Flying,Guts,Scrappy,None,60,85,60,75,50,125
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,Wingull,Water,Flying,Keen-eye,Hydration,Rain-dish,40,30,30,55,30,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,Pelipper,Water,Flying,Keen-eye,Drizzle,Rain-dish,60,50,100,95,70,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,Ralts,Psychic,Fairy,Synchronize,Trace,Telepathy,28,25,25,45,35,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,Kirlia,Psychic,Fairy,Synchronize,Trace,Telepathy,38,35,35,65,55,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,Gardevoir,Psychic,Fairy,Synchronize,Trace,Telepathy,68,65,65,125,115,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,Surskit,Bug,Water,Swift-swim,Rain-dish,None,40,30,32,50,52,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,Masquerain,Bug,Flying,Intimidate,Unnerve,None,70,60,62,100,82,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,Shroomish,Grass,None,Effect-spore,Poison-heal,Quick-feet,60,40,60,40,60,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,Breloom,Grass,Fighting,Effect-spore,Poison-heal,Technician,60,130,80,60,60,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,Slakoth,Normal,None,Truant,None,None,60,60,60,35,35,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,Vigoroth,Normal,None,Vital-spirit,None,None,80,80,80,55,55,90
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,Slaking,Normal,None,Truant,None,None,150,160,100,95,65,100
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,Nincada,Bug,Ground,Compound-eyes,Run-away,None,31,45,90,30,30,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,Ninjask,Bug,Flying,Speed-boost,Infiltrator,None,61,90,45,50,50,160
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,Shedinja,Bug,Ghost,Wonder-guard,None,None,1,90,45,30,30,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,Whismur,Normal,None,Soundproof,Rattled,None,64,51,23,51,23,28
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,Loudred,Normal,None,Soundproof,Scrappy,None,84,71,43,71,43,48
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,Exploud,Normal,None,Soundproof,Scrappy,None,104,91,63,91,73,68
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,Makuhita,Fighting,None,Thick-fat,Guts,Sheer-force,72,60,30,20,30,25
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,Hariyama,Fighting,None,Thick-fat,Guts,Sheer-force,144,120,60,40,60,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,Azurill,Normal,Fairy,Thick-fat,Huge-power,Sap-sipper,50,20,40,20,40,20
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,Nosepass,Rock,None,Sturdy,Magnet-pull,Sand-force,30,45,135,45,90,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,Skitty,Normal,None,Cute-charm,Normalize,Wonder-skin,50,45,45,35,35,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,Delcatty,Normal,None,Cute-charm,Normalize,Wonder-skin,70,65,65,55,55,90
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,Sableye,Dark,Ghost,Keen-eye,Stall,Prankster,50,75,75,65,65,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,Mawile,Steel,Fairy,Hyper-cutter,Intimidate,Sheer-force,50,85,85,55,55,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,Aron,Steel,Rock,Sturdy,Rock-head,Heavy-metal,50,70,100,40,40,30
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,Lairon,Steel,Rock,Sturdy,Rock-head,Heavy-metal,60,90,140,50,50,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,Aggron,Steel,Rock,Sturdy,Rock-head,Heavy-metal,70,110,180,60,60,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,Meditite,Fighting,Psychic,Pure-power,Telepathy,None,30,40,55,40,55,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,Medicham,Fighting,Psychic,Pure-power,Telepathy,None,60,60,75,60,75,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,Electrike,Electric,None,Static,Lightning-rod,Minus,40,45,40,65,40,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,Manectric,Electric,None,Static,Lightning-rod,Minus,70,75,60,105,60,105
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,Plusle,Electric,None,Plus,Lightning-rod,None,60,50,40,85,75,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,Minun,Electric,None,Minus,Volt-absorb,None,60,40,50,75,85,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,Volbeat,Bug,None,Illuminate,Swarm,Prankster,65,73,75,47,85,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,Illumise,Bug,None,Oblivious,Tinted-lens,Prankster,65,47,75,73,85,85
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,Roselia,Grass,Poison,Natural-cure,Poison-point,Leaf-guard,50,60,45,100,80,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,Gulpin,Poison,None,Liquid-ooze,Sticky-hold,Gluttony,70,43,53,43,53,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,Swalot,Poison,None,Liquid-ooze,Sticky-hold,Gluttony,100,73,83,73,83,55
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,Carvanha,Water,Dark,Rough-skin,Speed-boost,None,45,90,20,65,20,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,Sharpedo,Water,Dark,Rough-skin,Speed-boost,None,70,120,40,95,40,95
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,Wailmer,Water,None,Water-veil,Oblivious,Pressure,130,70,35,70,35,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,Wailord,Water,None,Water-veil,Oblivious,Pressure,170,90,45,90,45,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,Numel,Fire,Ground,Oblivious,Simple,Own-tempo,60,60,40,65,45,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,Camerupt,Fire,Ground,Magma-armor,Solid-rock,Anger-point,70,100,70,105,75,40
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,Torkoal,Fire,None,White-smoke,Drought,Shell-armor,70,85,140,85,70,20
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,Spoink,Psychic,None,Thick-fat,Own-tempo,Gluttony,60,25,35,70,80,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,Grumpig,Psychic,None,Thick-fat,Own-tempo,Gluttony,80,45,65,90,110,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,Spinda,Normal,None,Own-tempo,Tangled-feet,Contrary,60,60,60,60,60,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,Trapinch,Ground,None,Hyper-cutter,Arena-trap,Sheer-force,45,100,45,45,45,10
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,Vibrava,Ground,Dragon,Levitate,None,None,50,70,50,50,50,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,Flygon,Ground,Dragon,Levitate,None,None,80,100,80,80,80,100
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,Cacnea,Grass,None,Sand-veil,Water-absorb,None,50,85,40,85,40,35
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,Cacturne,Grass,Dark,Sand-veil,Water-absorb,None,70,115,60,115,60,55
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,Swablu,Normal,Flying,Natural-cure,Cloud-nine,None,45,40,60,40,75,50
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,Altaria,Dragon,Flying,Natural-cure,Cloud-nine,None,75,70,90,70,105,80
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,Zangoose,Normal,None,Immunity,Toxic-boost,None,73,115,60,60,60,90
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,Seviper,Poison,None,Shed-skin,Infiltrator,None,73,100,60,100,60,65
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,Lunatone,Rock,Psychic,Levitate,None,None,90,55,65,95,85,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,Solrock,Rock,Psychic,Levitate,None,None,90,95,85,55,65,70
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,Barboach,Water,Ground,Oblivious,Anticipation,Hydration,50,48,43,46,41,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,Whiscash,Water,Ground,Oblivious,Anticipation,Hydration,110,78,73,76,71,60
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,Corphish,Water,None,Hyper-cutter,Shell-armor,Adaptability,43,80,65,50,35,35
